ue	n	5
tʰ	aʊa	5
ɔ	̃	5
p̚	i	5
ē	t	5
i	ũp	5
ō	o	5
ɪa	s	5
ī	k	5
p	ɪaʊ	5
í	p	5
i	ũm	5
ŋ	ɪaʊ	5
h	ō	5
ɡ	k	4
ɫ	ð	4
ʌ	ɑ	4
ɔɪ	p	4
ʒ	eɪ	4
ɔɪ	æ	4
v	h	4
aɪ	aʊ	4
ʒ	m	4
tʃ	ɡ	4
u	ʊ	4
v	ɡ	4
oʊ	aɪ	4
v	p	4
ʊ	p	4
tʃ	s	4
aʊ	ɛ	4
ɔɪ	j	4
ʊ	ŋ	4
ɡ	ʒ	4
f	z	4
j	z	4
ð	eɪ	4
e	ø	4
ø	ʒ	4
b	œ̃	4
œ̃	g	4
ɛ̃	ʁ	4
p	g	4
ø	ʃ	4
v	v	4
l	œ̃	4
ə	u	4
i	ɔ̃	4
ç	ç	4
s	tʰ	4
ʌ	lm	4
ŋ	ɕ͈	4
tʰ	t͈	4
u	lm	4
n	ɕ͈	4
ɯ	ɥ	4
lh	dʑ	4
i	ɕ͈	4
u	ltʰ	4
bs	i	4
lh	a	4
lm	a	4
ʌ	ndʑ	4
dʑ	t͈	4
lb	a	4
spʰatɕʰ	e	4
a	ɤ	4
u	ɤ	4
t	á	4
f	ó	4
u	ɑʊ	4
è	n	4
̯	tsʰ	4
y	tsʰ	4
l	á	4
ɡ	ui	4
t̚	e	4
ã	e	4
a	aʊ	4
k	í	4
g	ʔ	4
aʊ	ua	4
ɪa	tɕʰ	4
l	ui	4
ū	k	4
ɔ	ɪa	4
è	k	4
u	ì	4
ui	m	4
ts	ì	4
p	ō	4
ŋ	ua	4
t	ê	4
ò	o	4
ĩ	ɡ	4
ĩ	pʰ	4
l	ó	4
ô	o	4
ô	n	4
k̚	n	4
ā	i	4
i	ʑ	4
ā	ts	4
ũtʰ	aʊ	4
ù	n	4
ue	i	4
l	ō	4
m	ā	4
ʔ	ɪa	4
ē	h	4
ā	h	4
ue	pʰ	4
k	ó	4
ɪo	tsʰ	4
u	á	4
g	í	4
v	b	3
m	dʒ	3
r	r	3
θ	ʃ	3
ʒ	ʊ	3
u	aʊ	3
ʃ	h	3
i	ɔɪ	3
ʒ	aɪ	3
p	v	3
ŋ	oʊ	3
b	ɡ	3
f	p	3
ŋ	eɪ	3
ɪ	w	3
t	ð	3
ɔɪ	u	3
r	ŋ	3
k	g	3
ø	a	3
ʃ	s	3
m	ʒ	3
k	ʒ	3
y	ɔ	3
w	z	3
œ̃	b	3
ʒ	œ̃	3
y	e	3
w	ʁ	3
ə	ɥ	3
ə	i	3
ʒ	f	3
dʑ	s	3
tɕʰ	tʰ	3
a	ɕ͈	3
tɕʰ	tɕʰ	3
dʑ	k͈	3
tɕʰ	k͈	3
pʰ	pʰ	3
tɕʰ	pʰ	3
tʰ	k͈	3
lg	m	3
ɛ	ɕ͈	3
lb	ɕ	3
nh	i	3
lg	a	3
tʰ	ɰ	3
a	ltʰ	3
lh	ɾ	3
k͈	b	3
lb	h	3
gs	pʰ	3
s͈	e	3
i	ɤ	3
m	é	3
é	n	3
k	è	3
ò	l	3
y	y	3
f	ɑʊ	3
y	ɚ	3
aɪ	ɑʊ	3
p	í	3
í	l	3
tsʰ	oʊ	3
ŋ	aɪ	3
b	á	3
k̚	ɔ	3
n	ʑ	3
k̚	ŋ	3
̂	g	3
ts	ē	3
ʔ	ue	3
ã	u	3
k	à	3
ũ	ts	3
b	é	3
é	ts	3
ũ	t	3
u	î	3
î	l	3
s	à	3
i	û	3
h	l	3
m	uaɪ	3
ũ	tɕʰ	3
p̚	ɪo	3
ɕ	iui	3
̃	t	3
ú	s	3
í	ts	3
ô	h	3
ó	t	3
b	ā	3
tʰ	ui	3
s	ū	3
k̚	ɪa	3
ɪaʊ	i	3
ɪa	tsʰ	3
ê	k	3
ē	ts	3
ú	k	3
tʰ	ɪaʊa	3
ua	̍	3
ê	t	3
á	m	3
ɪaʊ	m	3
k	ò	3
̃	ɕ	3
t	â	3
ʔ	ʑ	3
t̚	ɪo	3
i	ú	3
ē	s	3
iu	ɡ	3
tʰ	ɪo	3
á	s	3
l	aʊe	3
aʊe	h	3
h	ã	3
ua	a	3
uaɪ	tsʰ	3
iu	ua	3
̄	k	3
i	ũɕ	3
u	ē	3
ts	á	3
s	é	3
b	ī	3
l	aʊa	3
aʊa	p	3
ua	ɔ	3
ũs	u	3
ʔ	aʊ	3
ue	m	3
ò	ts	3
ò	k	3
á	ui	3
p	ɪo	3
o	ua	3
aɪ	e	3
ĩ	tɕ	3
̃	k	3
â	m	3
t̚	n	3
á	ū	3
t	aʊa	3
tsʰ	ue	3
aʊ	ɔ	3
iu	u	3
ʔ	ŋ	3
k	ā	3
ɔ	o	3
u	é	3
i	ũtɕ	3
u	è	3
ô	p	3
ê	n	3
t̚	ɪa	3
ɪo	a	3
ũb	i	3
p	û	3
ō	s	3
i	ó	3
ui	ɔ	3
m	ue	3
aʊa	ŋ	3
θ	ʊ	2
ʃ	tʃ	2
ɑ	eɪ	2
ɔɪ	θ	2
oʊ	aʊ	2
ʌ	ɝ	2
ɔɪ	h	2
ŋ	tʃ	2
ð	j	2
dʒ	v	2
eɪ	æ	2
dʒ	z	2
ʌ	eɪ	2
ʌ	ɔ	2
ɑ	aɪ	2
ŋ	aʊ	2
ʊ	ð	2
ɪ	j	2
ŋ	v	2
oʊ	oʊ	2
dʒ	ʃ	2
oʊ	ʊ	2
ɔ	ð	2
j	ɔɪ	2
ð	s	2
ð	ɑ	2
z	dʒ	2
i	ʊ	2
dʒ	b	2
θ	dʒ	2
θ	tʃ	2
ʊ	dʒ	2
ʊ	θ	2
w	s	2
j	f	2
v	ɔ̃	2
ø	ɛ	2
ɔ̃	a	2
ɛ̃	a	2
ʃ	ɔ̃	2
ɔ̃	j	2
ɔ̃	ŋ	2
p	ʒ	2
ɔ	ɛ̃	2
ŋ	ʁ	2
œ̃	k	2
ɔ	y	2
g	v	2
œ̃	d	2
ʒ	s	2
p	œ̃	2
ø	e	2
ʒ	g	2
ʃ	œ̃	2
w	p	2
j	g	2
z	ʒ	2
lm	ɯ	2
b	kʰ	2
lm	dʑ	2
tɕʰ	ɕ	2
ndʑ	ɯ	2
tɕʰ	t͈ɕ	2
k͈	k͈	2
pʰ	ɕ͈	2
gs	d	2
k͈	n	2
ɯ	u	2
b	p͈	2
t͈ɕ	e	2
gs	ʌ	2
tʰ	h	2
tʰ	pʰ	2
t͈ɕ	j	2
o	lg	2
ɯ	lpʰ	2
s	ɕ͈	2
bs	ɛ	2
lh	i	2
dʑ	n	2
nh	a	2
dʑ	tʰ	2
gs	i	2
gs	p͈	2
ɯ	t͈ɕ	2
s͈	s	2
ɑʊ	ɤ	2
o	aɪ	2
x	i	2
ɤ	ɤ	2
ɨ	ɤ	2
ó	l	2
ó	k	2
d	é	2
é	b	2
d	á	2
ě	r	2
é	l	2
ó	p	2
t	è	2
g	ē	2
ā	m	2
i	ɪa	2
i	ã	2
ã	t	2
ŋ	ɪo	2
ã	aʊ	2
uaɪ	pʰ	2
ũ	kʰ	2
s	ī	2
s	ɪa	2
ù	p	2
í	s	2
ā	b	2
aʊ	iu	2
iui	ɔ	2
ũ	h	2
h	ū	2
s	á	2
p̚	n	2
b	í	2
ts	ú	2
ú	h	2
î	t	2
ɔ	ʔ	2
o	ɪaʊ	2
k	î	2
l	ī	2
ũ	tsʰ	2
i	ô	2
à	h	2
ue	̍	2
t̚	u	2
t	ē	2
m	ê	2
e	ua	2
ã	ɪa	2
ũ	ɕ	2
h	ĩ	2
ɡ	ue	2
ɔ	ɪo	2
uaɪ	tɕʰ	2
ú	n	2
ó	ts	2
aʊa	tsʰ	2
ã	ŋ	2
s	î	2
è	ts	2
ĩ	ɔ	2
tsʰ	aʊa	2
aʊa	t	2
u	ua	2
t	ō	2
uaɪ	k	2
i	ɪo	2
aɪ	ɪo	2
ā	ū	2
ũh	ɔ	2
ó	m	2
é	h	2
h	s	2
i	ũts	2
ã	ʑ	2
t	uaʊ	2
ts	ó	2
ā	k	2
i	ò	2
á	ts	2
aʊ	o	2
ũk	ua	2
o	̍	2
ò	h	2
ue	ɪa	2
i	ũa	2
k̚	u	2
á	k	2
é	k	2
h	ò	2
uaɪ	s	2
ù	k	2
n	ŋ	2
tɕʰ	iui	2
ɪaʊ	u	2
i	ũtɕʰ	2
ó	i	2
í	k	2
i	ù	2
ú	ts	2
pʰ	ɪaʊ	2
tɕ	ɪaʊa	2
ô	s	2
ɪaɪ	o	2
b	ui	2
ũk	ɔ	2
l	ê	2
ê	l	2
ā	p	2
p	ò	2
ɪa	a	2
t	ó	2
â	i	2
ĩ	ua	2
é	s	2
ts	ā	2
ɪaʊ	ŋ	2
ɪaʊa	kʰ	2
á	h	2
ũk	a	2
h	ì	2
l	iui	2
̃	tʰ	2
p	ê	2
p	î	2
h	î	2
h	ê	2
ì	m	2
i	ũkʰ	2
ā	ē	2
kʰ	ɪaʊe	2
ɪaʊe	p	2
í	t	2
ɔ	ʑ	2
t	ī	2
ē	l	2
ū	b	2
ɪo	n	2
uiu	a	2
ũk	ɪa	2
ē	p	2
û	n	2
ì	k	2
ũm	n	2
ū	t	2
ì	l	2
i	ũpʰ	2
û	á	2
ɪa	ɡ	2
̃	ɔ	2
ū	l	2
k	ts	2
ê	m	2
o	ɪo	2
p	ui	2
e	ɪo	2
w	b	1
ɡ	θ	1
ɪ	ɑ	1
ɔɪ	ʒ	1
ð	r	1
ð	u	1
ʊ	ʌ	1
æ	ʌ	1
ɔɪ	dʒ	1
ʌ	æ	1
v	dʒ	1
v	f	1
ð	w	1
s	ð	1
tʃ	dʒ	1
ʊ	v	1
z	z	1
ʌ	oʊ	1
aʊ	aɪ	1
aʊ	æ	1
ɑ	ɔɪ	1
ɪ	ɔɪ	1
ɪ	oʊ	1
ɛ	oʊ	1
tʃ	p	1
ɑ	ɑ	1
ð	ɔɪ	1
aʊ	oʊ	1
ɝ	ʊ	1
v	ʃ	1
z	tʃ	1
ɔɪ	ð	1
ð	n	1
ʌ	ɪ	1
ɑ	ɔ	1
ʃ	dʒ	1
ɡ	v	1
v	θ	1
g	ʃ	1
ə	j	1
ɛ	e	1
ə	ɔ̃	1
ɔ̃	ɛ	1
t	ʒ	1
ø	i	1
œ̃	ʁ	1
œ̃	z	1
a	ɛ̃	1
ə	e	1
ɛ̃	e	1
u	ø	1
ə	y	1
ɔ̃	ə	1
ʒ	z	1
d	œ̃	1
ɔ	ø	1
œ̃	ʃ	1
s	z	1
ø	u	1
ɛ̃	ɥ	1
ɛ̃	ɔ̃	1
ə	ɛ̃	1
ʒ	v	1
v	ɥ	1
ə	w	1
w	d	1
ʒ	b	1
ʃ	g	1
g	f	1
ʃ	ʃ	1
ə	ɛ	1
t	œ̃	1
w	ɔ̃	1
lg	t͈	1
gs	g	1
k͈	dʑ	1
tɕʰ	ɕ͈	1
pʰ	s͈	1
pʰ	ɕ	1
o	ɕ͈	1
lg	p͈	1
tɕʰ	dʑ	1
pʰ	kʰ	1
t͈	w	1
lb	i	1
ʌ	e	1
ɯ	ɰ	1
kʰ	d	1
lg	tʰ	1
tɕʰ	t͈	1
bs	s͈	1
bs	b	1
bs	dʑ	1
lpʰ	d	1
e	ɕ͈	1
ltʰ	a	1
gs	h	1
gs	dʑ	1
tʰ	p͈	1
lg	i	1
o	ltʰ	1
h	tɕʰ	1
bs	h	1
gs	n	1
bs	g	1
bs	n	1
pʰ	k͈	1
lpʰ	dʑ	1
k͈	g	1
nh	g	1
nh	ʌ	1
ltʰ	ʌ	1
pʰ	t͈ɕ	1
i	lm	1
lm	ʌ	1
on	e	1
gs	m	1
s͈	g	1
l	spʰatɕʰ	1
u	spʰatɕʰ	1
i	spʰatɕʰ	1
a	spʰatɕʰ	1
s͈	n	1
lh	s	1
ʈ	ʂʰ	1
ʂʰ	a	1
t	sʰ	1
sʰ	w	1
ɑʊ	oʊ	1
̯	ə	1
b	ì	1
ì	x	1
à	p	1
u	ō	1
ō	l	1
f	è	1
è	i	1
l	ǐ	1
ǐ	n	1
l	ǎ	1
ǎ	n	1
u	ò	1
b	ù	1
ù	x	1
̯	y	1
ɤ	aɪ	1
á	ě	1
w	é	1
oʊ	ɤ	1
m	ì	1
ì	ě	1
d	ù	1
eɪ	ɑʊ	1
i	ɑʊ	1
ɨ	aɪ	1
o	ɤ	1
è	x	1
ɑʊ	ɑʊ	1
ē	m	1
m	ǎ	1
ǎ	l	1
a	aɪ	1
á	j	1
h	ɪaɪ	1
aʊ	ʑ	1
ʑ	ɪa	1
ɪa	e	1
s	ã	1
ã	s	1
a	pɔ	1
pɔ	k	1
ɪo	i	1
ɔ	ua	1
ua	aʊ	1
i	ua	1
ũ	pʰ	1
u	P	1
P	a	1
ā	s	1
ī	g	1
ue	u	1
m	ɪo	1
aɪ	ʑ	1
ũ	s	1
ts	ù	1
ù	t	1
ɪo	u	1
o	à	1
û	l	1
uaɪ	u	1
m	ɪaʊ	1
g	aʊ	1
ô	i	1
ī	s	1
ts	ã	1
ui	ŋ	1
ū	ts	1
ĩ	i	1
iu	iu	1
o	ĩ	1
p̚	pʰ	1
ô	b	1
è	b	1
ì	p	1
ī	h	1
ũ	b	1
û	ts	1
ʔ	ɔ	1
ã	ui	1
̃	pʰ	1
̃	tsʰ	1
ɪaʊa	l	1
è	t	1
k	ú	1
ũ	u	1
uaɪ	ɡ	1
b	ɪaʊ	1
ũ	m	1
m	ui	1
ũ	tɕ	1
tsʰ	uaʊa	1
ŋ	ʑ	1
m	ĩ	1
b	î	1
iu	ŋ	1
uaɪ	t	1
p	â	1
p	ū	1
ũ	a	1
ũ	ɪa	1
m	á	1
ã	ʔ	1
í	K	1
K	â	1
ts	ê	1
ō	à	1
ō	b	1
ɡ	uaʊ	1
p	ô	1
ô	á	1
á	p	1
k̚	iu	1
ɪa	aʊ	1
ʔ	ɪaʊ	1
û	m	1
ũɕ	i	1
ts	í	1
j	û	1
û	k	1
ī	ts	1
á	t	1
ɪo	ɪo	1
ū	s	1
m	ʑ	1
t̚	ɪaʊ	1
ũt	e	1
uaɪ	kʰ	1
ũts	ɔ	1
k	aʊa	1
i	ũɪa	1
g	ɪa	1
p̚	ɪa	1
p̚	o	1
k̚	ʑ	1
t	ú	1
ú	t	1
í	m	1
ui	ú	1
ui	ɪo	1
ui	ɪa	1
e	ɪa	1
l	iue	1
ũa	b	1
ĩ	ɪo	1
n	aʊa	1
p̚	ɡ	1
â	á	1
̃	b	1
à	t	1
aʊ	ue	1
l	ɪaʊa	1
ɪaʊa	h	1
ũtɕʰ	ĩ	1
ũh	a	1
ù	l	1
iu	ã	1
ū	I	1
I	ú	1
ú	ì	1
ó	s	1
u	ue	1
aɪ	o	1
ē	ē	1
k	ū	1
ɪaʊa	ɕ	1
m	ē	1
j	ī	1
ī	t	1
i	ũi	1
ũi	n	1
p̚	ʑ	1
ũp	ɪa	1
ò	t	1
í	i	1
ā	o	1
o	á	1
ɕ	ɪaɪ	1
ui	t̚	1
h	J	1
J	ī	1
aʊ	ã	1
g	ue	1
t	ń	1
ń	g	1
ã	iu	1
uaʊ	ã	1
̍	ts	1
î	k	1
i	ũn	1
ũn	ɔ	1
pʰ	uaʊ	1
k̚	ua	1
̃	h	1
ũtʰ	n	1
g	ó	1
k	ē	1
ã	o	1
k	ɪaɪ	1
i	ũtsʰ	1
ã	ɪo	1
ĩ	u	1
ŋ	ui	1
ĩ	ɪa	1
iu	d	1
aʊa	ts	1
iui	ŋ	1
ī	p	1
s	ǹ	1
ǹ	g	1
t	ǹ	1
ts	â	1
ā	à	1
ɪaʊa	t	1
iu	ʔ	1
l	é	1
s	ò	1
ũb	o	1
k	é	1
é	t	1
tsʰ	aʊe	1
aʊe	t	1
pʰ	aʊ	1
e	ʑ	1
e	aɪ	1
ì	s	1
h	í	1
ũm	ui	1
e	aʊa	1
m	ʔ	1
ē	î	1
i	ũɡ	1
ũɡ	e	1
ŋ	iu	1
̃	ʔ	1
n	ê	1
k	ù	1
ù	u	1
m	iu	1
̄	b	1
ue	â	1
ŋ	ĩ	1
ũl	i	1
ũtɕ	i	1
t	uiu	1
uiu	pʰ	1
t	é	1
ue	ua	1
ua	ɪa	1
u	ɪaʊ	1
ũh	o	1
ê	b	1
l	î	1
ui	ʑ	1
t	ɪaʊa	1
t	uaɪ	1
í	ē	1
l	û	1
p	ā	1
ũk	i	1
a	ũʔ	1
ũʔ	h	1
t̚	ʑ	1
kʰ	aʊa	1
ũts	n	1
ã	ue	1
s	ɪaʊ	1
ts	uiu	1
h	ǹ	1
iui	m	1
ì	t	1
t	û	1
u	ê	1
ê	s	1
̃	m	1
p	ú	1
e	ɪaʊ	1
ũt	o	1
tʰ	ue	1
ũtɕʰ	i	1
á	à	1
ã	ua	1
aʊa	tɕʰ	1
ũh	i	1
i	iu	1
g	ê	1
ê	u	1
ui	e	1
kʰ	uaɪ	1
ũh	ua	1
tɕʰ	ɪaɪ	1
ò	s	1
s	ā	1
g	ō	1
ũt	aɪ	1
ui	â	1
t̚	d	1
l	ū	1
aɪ	ĩ	1
ɪo	ɪa	1
à	ɪo	1
iui	ã	1
g	û	1
û	p	1
l	ue	1
t	î	1
p	ù	1
ũp	a	1
í	ū	1
o	ɪa	1
t̚	i	1
n	î	1
î	ts	1
ts	ɪo	1
ā	l	1
í	b	1
ũpʰ	ĩ	1
uaɪ	tʰ	1
ī	b	1
ì	ê	1
̄	s	1
s	uaʊ	1
ê	ū	1
o	ʑ	1
ũt	i	1
ue	o	1
ʔ	ɪo	1
ts	à	1
ì	ts	1
ũk	ue	1
p	ó	1
ũl	u	1
ũm	p	1
ũt	ua	1
ts	uaʊa	1
uaʊa	ʔ	1
h	ē	1
í	ua	1
l	ú	1
j	î	1
ɡ	ɪaʊ	1
aɪ	ɪa	1
k̚	ui	1
kʰ	ã	1
